对应主索节点编号,下端点X坐标（米）,下端点Y坐标（米）,下端点Z坐标（米）,基准态时上端点X坐标（米）,基准态时上端点Y坐标（米）,基准态时上端点Z坐标（米）
A277,-136.2457,187.5270,-211.8346,-135.3866,186.3445,-210.4989
A302,-131.7374,199.1280,-208.0810,-130.9138,197.8831,-206.7801
A303,-120.9753,202.1450,-210.1781,-120.2166,200.8772,-208.8599
A304,-110.0511,204.8030,-211.8916,-109.3584,203.5139,-210.5579
A305,-99.6578,208.3720,-214.5278,-99.0318,207.0632,-213.1803
A306,-89.2452,212.3710,-217.5937,-88.6876,211.0440,-216.2341
A307,-78.1383,214.4980,-218.7040,-77.6489,213.1546,-217.3343
A308,-66.6930,215.4910,-218.6525,-66.2727,214.1328,-217.2744
A309,-55.3093,216.1200,-218.2224,-54.9584,214.7488,-216.8378
A310,-44.3216,216.5770,-218.1561,-44.0390,215.1963,-216.7653
A311,-31.5975,216.6540,-218.3087,-31.3952,215.2666,-216.9107
A312,-18.8908,216.2090,-217.9092,-18.7692,214.8171,-216.5063
A313,-6.3384,216.2200,-217.9453,-6.2975,214.8258,-216.5400
A314,6.3293,215.9090,-217.6322,6.2884,214.5148,-216.2269
A315,18.8906,216.2070,-217.9071,18.7690,214.8151,-216.5042
A316,31.4650,215.7450,-217.3927,31.2627,214.3576,-215.9947
A317,44.0944,215.4670,-217.0380,43.8118,214.0863,-215.6472
A318,54.7220,213.8250,-215.9049,54.3711,212.4538,-214.5203
A319,65.4633,211.5180,-214.6209,65.0430,210.1598,-213.2428
A320,75.8517,208.2210,-212.3038,75.3623,206.8776,-210.9341
A321,86.3966,205.5930,-210.6485,85.8390,204.2660,-209.2889
A322,96.7585,202.3100,-208.2865,96.1325,201.0012,-206.9390
A323,106.8269,198.8020,-205.6837,106.1342,197.5129,-204.3500
A324,117.0641,195.6100,-203.3830,116.3054,194.3422,-202.0649
A325,127.1360,192.1730,-200.8131,126.3124,190.9281,-199.5122
B301,136.1601,187.4090,-197.4382,135.2744,186.1899,-196.1538
B302,142.9125,179.5860,-200.0191,141.9830,178.4180,-198.7182
B303,149.3377,171.1820,-202.6730,148.3664,170.0687,-201.3548
B304,155.4553,162.4000,-204.8855,154.4434,161.3428,-203.5518
B305,161.4408,153.5260,-206.9190,160.3895,152.5262,-205.5715
B306,168.2452,145.1940,-209.9166,167.1555,144.2536,-208.5570
B307,176.0397,137.6170,-214.0673,174.9133,136.7364,-212.6976
B308,183.5787,129.4860,-217.7557,182.4169,128.6665,-216.3776
B309,190.8367,120.8990,-220.9853,189.6410,120.1415,-219.6007
B310,197.8992,112.2660,-224.5316,196.6734,111.5706,-223.1408
B311,200.0295,98.8510,-222.4729,198.7725,98.2298,-221.0749
B312,206.9710,87.8260,-225.7431,205.6848,87.2802,-224.3402
B313,212.3175,75.9340,-227.1896,211.0042,75.4643,-225.7843
B314,216.5116,63.3990,-227.3058,215.1730,63.0070,-225.9005
B315,221.1261,51.0780,-227.8661,219.7647,50.7635,-226.4632
B316,225.0031,38.4700,-227.6044,223.6210,38.2337,-226.2064
B317,228.1070,25.7250,-226.5327,226.7066,25.5671,-225.1419
B318,230.4804,14.6830,-225.9134,229.0679,14.5930,-224.5288
B319,233.0455,3.2670,-225.9155,231.6239,3.2471,-224.5374
B320,234.9261,-8.2690,-225.2046,233.4972,-8.2187,-223.8349
B321,236.1085,-19.8000,-223.8059,234.6741,-19.6797,-222.4463
B322,238.2645,-31.6230,-223.2367,236.8263,-31.4321,-221.8892
B323,238.5569,-43.1440,-220.9406,237.1168,-42.8836,-219.6069
B324,238.3056,-54.5730,-218.1145,236.8654,-54.2432,-216.7963
B325,239.0077,-66.2260,-216.1447,237.5692,-65.8274,-214.8438
C301,237.0467,-77.0210,-212.4358,235.6135,-76.5553,-211.1514
C302,229.6197,-85.9080,-213.6617,228.2217,-85.3849,-212.3608
C303,222.4247,-94.8770,-215.7417,221.0657,-94.2973,-214.4235
C304,214.9859,-103.6900,-217.5303,213.6678,-103.0543,-216.1966
C305,208.7319,-113.0470,-220.4737,207.4562,-112.3561,-219.1262
C306,201.8442,-122.2710,-222.9113,200.6131,-121.5252,-221.5517
C307,194.8337,-131.3370,-225.1049,193.6482,-130.5378,-223.7352
C308,186.8589,-139.8030,-226.2076,185.7205,-138.9513,-224.8295
C309,178.5650,-147.9570,-226.8440,177.4751,-147.0539,-225.4594
C310,170.0755,-155.4870,-227.4066,169.0354,-154.5361,-226.0158
C311,160.2810,-164.2590,-228.8344,159.3018,-163.2555,-227.4364
C312,150.3254,-172.9690,-230.0905,149.4088,-171.9144,-228.6876
C313,140.2498,-181.5990,-231.1839,139.3972,-180.4951,-229.7786
C314,129.2416,-189.3120,-230.9525,128.4552,-188.1601,-229.5472
C315,117.3703,-195.2860,-228.7643,116.6505,-194.0884,-227.3614
C316,105.1860,-200.3300,-225.6082,104.5342,-199.0886,-224.2102
C317,93.3019,-205.3550,-222.5905,92.7189,-204.0719,-221.1997
C318,83.4943,-210.3990,-221.4270,82.9722,-209.0834,-220.0424
C319,72.1683,-211.9550,-217.0336,71.7101,-210.6092,-215.6555
C320,61.6009,-215.0540,-214.3131,61.2072,-213.6795,-212.9434
C321,50.9591,-217.1580,-210.6956,50.6303,-215.7567,-209.3360
C322,40.4172,-219.3610,-207.1687,40.1543,-217.9342,-205.8212
C323,30.3335,-222.9290,-205.0430,30.1362,-221.4789,-203.7093
C324,20.1643,-225.8810,-202.3270,20.0329,-224.4094,-201.0088
C325,10.0484,-229.0020,-199.7682,9.9830,-227.5107,-198.4673
D301,0.0000,-231.7060,-197.4871,0.0000,-230.1991,-196.2027
D302,-10.0562,-229.1780,-199.9219,-9.9908,-227.6868,-198.6210
D303,-20.1818,-226.0770,-202.5031,-20.0504,-224.6054,-201.1849
D304,-30.2779,-222.5200,-204.6673,-30.0806,-221.0699,-203.3336
D305,-40.3308,-218.8920,-206.7259,-40.0679,-217.4652,-205.3784
D306,-50.4710,-215.0780,-208.6774,-50.1422,-213.6767,-207.3178
D307,-60.4559,-211.0570,-210.3296,-60.0622,-209.6825,-208.9599
D308,-70.4710,-206.9700,-211.9293,-70.0128,-205.6242,-210.5512
D309,-80.5568,-202.9970,-213.6366,-80.0347,-201.6814,-212.2520
D310,-90.1046,-198.3180,-214.9624,-89.5216,-197.0349,-213.5716
D311,-100.8783,-192.1260,-216.3690,-100.2265,-190.8846,-214.9710
D312,-111.3558,-185.2790,-217.0416,-110.6360,-184.0814,-215.6387
D313,-121.9380,-178.6140,-217.9012,-121.1516,-177.4621,-216.4959
D314,-132.4467,-171.4950,-218.3214,-131.5941,-170.3911,-216.9161
D315,-142.5452,-164.0170,-218.1820,-141.6286,-162.9624,-216.7791
D316,-152.2032,-155.9810,-217.3017,-151.2240,-154.9775,-215.9037
D317,-161.6743,-147.8060,-216.1735,-160.6342,-146.8551,-214.7827
D318,-169.9326,-140.8050,-215.8777,-168.8427,-139.9019,-214.4931
D319,-177.8420,-133.0570,-215.2918,-176.7036,-132.2053,-213.9137
D320,-186.1918,-125.5120,-215.1204,-185.0063,-124.7128,-213.7507
D321,-194.2394,-117.6650,-214.5127,-193.0083,-116.9192,-213.1531
D322,-201.7008,-109.2390,-213.0470,-200.4251,-108.5481,-211.6995
D323,-209.3807,-100.9860,-211.8588,-208.0626,-100.3503,-210.5251
D324,-216.9393,-92.5370,-210.4211,-215.5803,-91.9573,-209.1029
D325,-224.0578,-83.8270,-208.4863,-222.6598,-83.3039,-207.1854
E301,-230.5726,-74.9170,-206.6339,-229.1394,-74.4513,-205.3495
E302,-230.7168,-63.9290,-208.6469,-229.2783,-63.5304,-207.3460
E303,-230.3801,-52.7580,-210.8604,-228.9399,-52.4282,-209.5422
E304,-230.4439,-41.6770,-213.4267,-229.0038,-41.4166,-212.0930
E305,-230.6454,-30.6120,-216.0982,-229.2072,-30.4211,-214.7507
E306,-230.2817,-19.3120,-218.2827,-228.8473,-19.1917,-216.9231
E307,-229.6363,-8.0830,-220.1336,-228.2074,-8.0327,-218.7639
E308,-228.1732,3.1990,-221.1923,-226.7516,3.1791,-219.8142
E309,-226.0862,14.4030,-221.6063,-224.6737,14.3130,-220.2217
E310,-223.2933,25.1820,-221.7523,-221.8929,25.0241,-220.3615
E311,-220.8043,37.7520,-223.3570,-219.4222,37.5157,-221.9590
E312,-217.6714,50.2800,-224.3061,-216.3100,49.9655,-222.9032
E313,-214.6701,62.8600,-225.3725,-213.3315,62.4680,-223.9672
E314,-210.7834,75.3850,-225.5481,-209.4701,74.9153,-224.1428
E315,-205.8356,87.3440,-224.5047,-204.5494,86.7982,-223.1018
E316,-200.5004,99.0840,-222.9967,-199.2434,98.4628,-221.5987
E317,-195.5446,110.9300,-221.8601,-194.3188,110.2346,-220.4693
E318,-190.4647,120.6630,-220.5545,-189.2690,119.9055,-219.1699
E319,-185.0624,130.5330,-219.5157,-183.9006,129.7135,-218.1376
E320,-179.8446,140.5910,-218.6941,-178.7182,139.7104,-217.3244
E321,-173.7965,149.9840,-216.8428,-172.7068,149.0436,-215.4832
E322,-167.9015,159.6690,-215.1996,-166.8502,158.6692,-213.8521
E323,-161.7890,169.0160,-213.2332,-160.7771,167.9589,-211.8995
E324,-155.4672,178.2080,-210.9916,-154.4959,177.0947,-209.6734
E325,-148.9959,187.2300,-208.5334,-148.0664,186.0620,-207.2325
A301,-142.3842,195.9760,-206.4635,-141.4985,194.7569,-205.1791
A327,-137.9600,207.9610,-202.7372,-137.1104,206.6804,-201.4887
A328,-127.3712,211.3290,-204.6221,-126.5844,210.0237,-203.3582
A329,-116.4715,214.3730,-206.7466,-115.7504,213.0457,-205.4665
A330,-105.4502,217.0790,-208.5490,-104.7956,215.7314,-207.2544
A331,-94.9399,221.1410,-211.5890,-94.3533,219.7746,-210.2816
A332,-83.7188,223.6490,-213.1386,-83.2009,222.2655,-211.8202
A333,-72.3424,225.3390,-213.8243,-71.8933,223.9401,-212.4969
A334,-60.9380,226.6710,-214.1768,-60.5583,225.2585,-212.8422
A335,-49.7765,227.2890,-214.3205,-49.4649,225.8664,-212.9791
A336,-38.5129,226.8010,-213.4262,-38.2699,225.3700,-212.0795
A337,-25.6309,226.6530,-213.3846,-25.4684,225.2162,-212.0319
A338,-12.8049,225.7710,-212.6510,-12.7232,224.3309,-211.2946
A339,0.0000,226.0890,-212.9503,0.0000,224.6477,-211.5927
A340,12.8046,225.7680,-212.6474,12.7229,224.3279,-211.2910
A341,25.5128,225.6090,-212.4013,25.3503,224.1722,-211.0486
A342,38.3917,226.0870,-212.7546,38.1487,224.6560,-211.4079
A343,49.3582,225.3790,-212.5194,49.0466,223.9564,-211.1780
A344,59.9957,223.1660,-210.8647,59.6160,221.7535,-209.5301
A345,70.4884,219.5640,-208.3442,70.0393,218.1651,-207.0168
A346,80.8695,216.0370,-205.8844,80.3516,214.6535,-204.5660
A347,91.3367,212.7480,-203.5588,90.7501,211.3816,-202.2514
A348,101.4762,208.8980,-200.6896,100.8216,207.5504,-199.3950
A349,111.5381,205.2930,-197.9894,110.8170,203.9657,-196.7093
A350,121.2931,201.2440,-194.8576,120.5063,199.9387,-193.5937
A351,130.8782,197.2860,-192.3304,130.0286,196.0054,-191.0819
B326,139.7821,192.3940,-188.8869,138.8708,191.1397,-187.6554
B327,146.6850,184.8060,-191.6762,145.7296,183.6023,-190.4277
B328,153.3484,176.8940,-194.1436,152.3501,175.7424,-192.8797
B329,159.8167,168.5050,-196.8066,158.7772,167.4090,-195.5265
B330,165.6677,159.4770,-198.7131,164.5884,158.4380,-197.4185
B331,171.5353,150.3520,-200.5475,170.4171,149.3718,-199.2401
B332,177.4549,141.2680,-202.4412,176.2992,140.3480,-201.1228
B333,184.0846,132.7600,-205.0572,182.8930,131.9006,-203.7298
B334,191.7357,124.7420,-208.7226,190.5097,123.9444,-207.3880
B335,198.6543,116.3300,-212.0484,197.3976,115.5941,-210.7070
B336,203.4123,106.5110,-213.0214,202.1264,105.8377,-211.6747
B337,208.3760,94.7520,-214.1420,207.0598,94.1535,-212.7893
B338,210.6489,81.9010,-212.5350,209.3045,81.3783,-211.1786
B339,218.5334,71.0070,-216.4268,217.1626,70.5616,-215.0692
B340,222.9990,58.7280,-216.8532,221.6041,58.3607,-215.4968
B341,228.9015,46.7710,-218.5614,227.4848,46.4815,-217.2087
B342,233.3697,34.3060,-218.8355,231.9336,34.0949,-217.4888
B343,237.9304,23.5270,-220.2295,236.4811,23.3837,-218.8881
B344,239.7926,12.3680,-219.0968,238.3319,12.2927,-217.7622
B345,241.5887,0.8490,-218.2727,240.1195,0.8438,-216.9453
B346,242.9659,-10.7030,-217.0631,241.4901,-10.6380,-215.7447
B347,244.0401,-22.3580,-215.4601,242.5593,-22.2223,-214.1527
B348,247.5363,-34.3880,-215.9617,246.0524,-34.1819,-214.6671
B349,247.9428,-46.0240,-213.7030,246.4576,-45.7483,-212.4229
B350,247.7585,-57.5550,-210.9338,246.2739,-57.2101,-209.6699
B351,246.9794,-68.7730,-208.2741,245.4989,-68.3608,-207.0256
C326,246.6649,-80.1460,-206.0013,245.1903,-79.6669,-204.7698
C327,237.9293,-88.6730,-206.2758,236.4893,-88.1363,-205.0273
C328,229.0606,-96.8610,-206.2424,227.6568,-96.2674,-204.9785
C329,222.7312,-106.1610,-209.0925,221.3676,-105.5111,-207.8124
C330,217.1117,-115.8820,-212.6681,215.7900,-115.1766,-211.3735
C331,211.8569,-126.1170,-216.7721,210.5792,-125.3564,-215.4647
C332,204.6726,-135.3540,-219.0079,203.4405,-134.5392,-217.6895
C333,197.5286,-144.5760,-221.1594,196.3431,-143.7083,-219.8320
C334,189.1012,-152.8710,-221.8827,187.9638,-151.9515,-220.5481
C335,179.8390,-159.9330,-221.6818,178.7508,-158.9652,-220.3403
C336,171.8502,-168.0680,-223.0067,170.8125,-167.0531,-221.6600
C337,161.8650,-176.9420,-224.3423,160.8890,-175.8751,-222.9896
C338,152.2737,-186.3990,-226.3401,151.3612,-185.2819,-224.9837
C339,141.2954,-194.4760,-226.4170,140.4482,-193.3099,-225.0594
C340,129.9571,-202.0100,-225.8811,129.1767,-200.7969,-224.5247
C341,117.5440,-207.3510,-222.9773,116.8309,-206.0931,-221.6246
C342,105.1945,-212.2610,-219.7822,104.5500,-210.9604,-218.4355
C343,95.0269,-217.0200,-218.2240,94.4428,-215.6860,-216.8825
C344,84.0577,-219.5220,-214.4925,83.5347,-218.1561,-213.1579
C345,72.8836,-221.6580,-210.8130,72.4247,-220.2623,-209.4856
C346,62.1076,-224.2940,-207.7209,61.7134,-222.8704,-206.4025
C347,51.2843,-226.3640,-204.0646,50.9557,-224.9138,-202.7572
C348,40.6460,-228.3940,-200.4677,40.3835,-226.9190,-199.1731
C349,30.3586,-231.0900,-197.5149,30.1618,-229.5923,-196.2348
C350,20.2123,-234.7140,-195.3655,20.0815,-233.1955,-194.1016
C351,10.1145,-237.3800,-193.0174,10.0491,-235.8446,-191.7689
D326,0.0000,-239.6580,-190.3538,0.0000,-238.1076,-189.1223
D327,-10.0514,-235.8980,-191.8123,-9.9860,-234.3626,-190.5638
D328,-20.0947,-233.3480,-194.2285,-19.9639,-231.8295,-192.9646
D329,-30.2229,-230.0570,-196.6320,-30.0261,-228.5593,-195.3519
D330,-40.3380,-226.6640,-198.9490,-40.0755,-225.1890,-197.6544
D331,-50.4634,-222.7400,-200.7981,-50.1348,-221.2898,-199.4907
D332,-60.6429,-219.0040,-202.8221,-60.2487,-217.5804,-201.5037
D333,-70.9967,-215.9200,-205.3552,-70.5378,-214.5243,-204.0278
D334,-81.3565,-212.4680,-207.5998,-80.8335,-211.1021,-206.2652
D335,-90.7063,-207.1520,-208.3019,-90.1222,-205.8180,-206.9604
D336,-100.6534,-203.0980,-210.2945,-100.0089,-201.7974,-208.9478
D337,-111.2790,-196.3000,-211.0928,-110.5659,-195.0421,-209.7401
D338,-121.8758,-189.4480,-211.8347,-121.0954,-188.2349,-210.4783
D339,-132.4120,-182.2490,-212.1819,-131.5648,-181.0829,-210.8243
D340,-142.7514,-174.7420,-212.1863,-141.8389,-173.6250,-210.8299
D341,-152.6111,-166.8260,-211.5166,-151.6351,-165.7591,-210.1639
D342,-162.2625,-158.6910,-210.5648,-161.2248,-157.6761,-209.2181
D343,-170.7114,-151.8160,-210.4305,-169.6232,-150.8482,-209.0891
D344,-179.0371,-144.7350,-210.0740,-177.8997,-143.8155,-208.7394
D345,-187.2017,-137.0180,-209.5971,-186.0162,-136.1503,-208.2697
D346,-195.6382,-129.3790,-209.3407,-194.4061,-128.5642,-208.0223
D347,-203.5556,-121.1750,-208.2782,-202.2779,-120.4144,-206.9708
D348,-211.0642,-112.6540,-206.7443,-209.7425,-111.9486,-205.4497
D349,-218.7135,-104.2460,-205.3208,-217.3499,-103.5961,-204.0407
D350,-226.1030,-95.6110,-203.5794,-224.6992,-95.0174,-202.3155
D351,-232.5087,-86.6530,-201.5763,-231.0687,-86.1163,-200.3278
E326,-239.1868,-77.7160,-199.7560,-237.7122,-77.2369,-198.5245
E327,-240.2681,-66.9040,-202.6145,-238.7876,-66.4918,-201.3660
E328,-241.0647,-56.0000,-205.2350,-239.5801,-55.6551,-203.9711
E329,-241.5638,-44.8400,-208.2048,-240.0786,-44.5643,-206.9247
E330,-240.9640,-33.4750,-210.2278,-239.4801,-33.2689,-208.9332
E331,-240.3801,-22.0230,-212.2287,-238.8993,-21.8873,-210.9213
E332,-240.1467,-10.5790,-214.5444,-238.6709,-10.5140,-213.2260
E333,-238.9697,0.8400,-215.9064,-237.5005,0.8348,-214.5790
E334,-236.4889,12.1970,-216.0783,-235.0282,12.1217,-214.7437
E335,-233.5419,23.0930,-216.1675,-232.0926,22.9497,-214.8261
E336,-231.0950,33.9720,-216.7025,-229.6589,33.7609,-215.3558
E337,-228.1587,46.6190,-217.8521,-226.7420,46.3295,-216.4994
E338,-225.1477,59.2940,-218.9426,-223.7528,58.9267,-217.5862
E339,-221.5925,72.0010,-219.4563,-220.2217,71.5556,-218.0987
E340,-217.0695,84.3970,-219.0130,-215.7251,83.8743,-217.6566
E341,-212.4202,96.5910,-218.2981,-211.1040,95.9925,-216.9454
E342,-206.9985,108.3890,-216.7771,-205.7126,107.7157,-215.4304
E343,-202.2931,118.4610,-215.9326,-201.0364,117.7251,-214.5912
E344,-197.3361,128.3850,-214.8192,-196.1101,127.5874,-213.4846
E345,-192.1831,138.6000,-214.0784,-190.9915,137.7406,-212.7510
E346,-186.3886,148.3800,-212.6327,-185.2329,147.4600,-211.3143
E347,-180.8725,158.5360,-211.4639,-179.7543,157.5559,-210.1565
E348,-174.8818,168.3460,-209.7650,-173.8025,167.3070,-208.4704
E349,-168.7752,177.9510,-207.8385,-167.7357,176.8550,-206.5584
E350,-162.4577,187.4020,-205.6763,-161.4594,186.2504,-204.4124
E351,-155.9827,196.5200,-203.8257,-155.0273,195.3163,-202.5772
A326,-149.2104,205.3710,-201.6272,-148.2991,204.1167,-200.3957
A353,-144.7766,217.6830,-197.7371,-143.9021,216.3681,-196.5427
A354,-133.4251,220.2060,-198.8877,-132.6131,218.8659,-197.6773
A355,-122.7396,223.5740,-200.8256,-121.9910,222.2103,-199.6007
A356,-111.9497,227.1430,-203.4378,-111.2673,225.7584,-202.1977
A357,-100.5932,229.7300,-205.0508,-99.9784,228.3259,-203.7975
A358,-89.4246,232.7370,-207.0620,-88.8783,231.3151,-205.7970
A359,-77.9223,234.7320,-208.1898,-77.4451,233.2944,-206.9147
A360,-66.4605,236.4800,-208.9618,-66.0525,235.0281,-207.6789
A361,-55.2960,237.7960,-209.7484,-54.9558,236.3332,-208.4581
A362,-43.8885,237.7560,-209.3625,-43.6168,236.2841,-208.0664
A363,-32.6187,237.5870,-208.8809,-32.4156,236.1078,-207.5804
A364,-19.5753,237.3790,-208.8420,-19.4529,235.8953,-207.5366
A365,-6.5055,236.5830,-208.1173,-6.4646,235.0967,-206.8098
A366,6.5718,238.9950,-210.2391,6.5309,237.5087,-208.9316
A367,20.0327,242.9260,-213.7218,19.9103,241.4423,-212.4164
A368,33.3746,243.0930,-213.7218,33.1715,241.6138,-212.4213
A369,44.8023,242.7070,-213.7218,44.5306,241.2351,-212.4257
A370,56.3435,242.3010,-213.7218,56.0033,240.8382,-212.4315
A371,67.9744,241.8670,-213.7218,67.5664,240.4151,-212.4389
A372,77.5068,233.4800,-207.0796,77.0296,232.0424,-205.8045
A373,86.2080,224.3660,-199.6141,85.6617,222.9441,-198.3491
A374,96.1693,219.6280,-196.0331,95.5545,218.2239,-194.7798
A375,105.7959,214.6570,-192.2548,105.1135,213.2724,-191.0147
A376,115.7626,210.8650,-189.4099,115.0140,209.5013,-188.1850
A377,124.8487,206.0520,-186.1034,124.0367,204.7119,-184.8930
A378,134.2224,201.8140,-183.3221,133.3479,200.4991,-182.1277
B352,143.5756,197.6160,-180.5937,142.6398,196.3279,-179.4166
B353,150.4964,190.0650,-183.3674,149.5161,188.8270,-182.1730
B354,157.3807,182.4050,-186.0970,156.3571,181.2186,-184.8866
B355,163.6167,174.0290,-188.0820,162.5511,172.8956,-186.8571
B356,169.6692,165.2090,-190.2492,168.5633,164.1322,-189.0091
B357,175.6948,156.2500,-192.2418,174.5494,155.2313,-190.9885
B358,181.6363,147.1830,-194.1542,180.4529,146.2240,-192.8892
B359,187.5323,138.0810,-196.0318,186.3125,137.1829,-194.7567
B360,195.5635,130.4130,-199.9590,194.3088,129.5763,-198.6761
B361,201.3751,121.4330,-202.0287,200.0890,120.6575,-200.7384
B362,206.8385,112.1120,-203.7300,205.5226,111.3987,-202.4339
B363,209.0286,101.1270,-202.2532,207.6846,100.4768,-200.9527
B364,213.2434,89.2640,-202.6939,211.8701,88.6891,-201.3885
B365,217.3804,77.3000,-202.8791,215.9794,76.8018,-201.5716
B366,224.7728,66.2610,-206.0630,223.3466,65.8406,-204.7555
B367,229.4665,54.1840,-206.7310,228.0176,53.8419,-205.4256
B368,234.7905,42.1730,-207.7770,233.3210,41.9090,-206.4765
B369,239.1147,31.6560,-208.8673,237.6308,31.4596,-207.5712
B370,244.8481,21.0320,-211.1311,243.3518,20.9035,-209.8408
B371,247.2490,9.9420,-210.4991,245.7421,9.8814,-209.2162
B372,246.8982,-1.5690,-207.8332,245.3834,-1.5594,-206.5581
B373,250.3191,-13.1980,-208.1762,248.7980,-13.1178,-206.9112
B374,253.6157,-25.0780,-208.3737,252.0903,-24.9272,-207.1204
B375,256.1130,-37.0740,-207.8967,254.5853,-36.8529,-206.6566
B376,256.6984,-48.8110,-205.7456,255.1701,-48.5204,-204.5207
B377,257.5336,-60.4610,-204.3425,256.0081,-60.1029,-203.1321
B378,257.2978,-71.9690,-202.0810,255.7770,-71.5436,-200.8866
C352,255.1775,-82.9120,-198.3703,253.6633,-82.4200,-197.1932
C353,247.2169,-91.8060,-199.4633,245.7365,-91.2562,-198.2689
C354,237.9125,-99.9500,-199.3363,236.4679,-99.3431,-198.1259
C355,229.6934,-108.2500,-199.9391,228.2862,-107.5868,-198.7142
C356,220.9142,-116.2930,-200.5634,219.5483,-115.5740,-199.3233
C357,217.9073,-127.6030,-206.4661,216.5846,-126.8284,-205.2128
C358,214.8360,-139.4180,-212.6962,213.5583,-138.5888,-211.4312
C359,207.2117,-148.5440,-214.6110,205.9806,-147.6614,-213.3359
C360,199.0492,-157.2130,-215.7715,197.8657,-156.2782,-214.4886
C361,190.2589,-164.8610,-216.2856,189.1239,-163.8775,-214.9953
C362,181.3648,-172.3560,-216.6602,180.2798,-171.3249,-215.3641
C363,173.2067,-180.5080,-217.8982,172.1730,-179.4307,-216.5977
C364,163.8790,-190.4310,-220.2874,162.9079,-189.3026,-218.9820
C365,153.6382,-199.6820,-221.5504,152.7315,-198.5036,-220.2429
C366,141.9220,-207.0780,-220.7560,141.0814,-205.8515,-219.4485
C367,129.4946,-213.1000,-218.6408,128.7215,-211.8277,-217.3354
C368,117.1012,-218.5520,-215.9636,116.3961,-217.2360,-214.6631
C369,106.7003,-223.2880,-214.2982,106.0549,-221.9375,-213.0021
C370,95.7381,-226.5410,-211.2947,95.1535,-225.1576,-210.0044
C371,84.5937,-228.6560,-207.3976,84.0704,-227.2416,-206.1147
C372,73.5211,-231.2670,-204.2725,73.0622,-229.8234,-202.9974
C373,62.3563,-233.0140,-200.3259,61.9625,-231.5426,-199.0609
C374,51.6093,-235.6620,-197.2498,51.2814,-234.1646,-195.9965
C375,40.8501,-237.4070,-193.5274,40.5883,-235.8858,-192.2873
C376,30.4263,-239.7150,-190.2662,30.2304,-238.1717,-189.0413
C377,20.3457,-242.9050,-188.2917,20.2149,-241.3435,-187.0813
C378,10.1856,-245.8000,-186.0741,10.1202,-244.2222,-184.8797
D352,0.0000,-247.9980,-183.3537,0.0000,-246.4059,-182.1766
D353,-10.1258,-244.3570,-184.9821,-10.0604,-242.7792,-183.7877
D354,-20.1545,-240.6220,-186.5220,-20.0237,-239.0605,-185.3116
D355,-30.1236,-237.3310,-188.3735,-29.9277,-235.7877,-187.1486
D356,-40.3583,-234.5490,-191.1978,-40.0965,-233.0278,-189.9577
D357,-50.7331,-231.6610,-193.9010,-50.4052,-230.1636,-192.6477
D358,-61.0931,-228.2940,-196.2677,-60.6993,-226.8226,-195.0027
D359,-71.5339,-225.0160,-198.7511,-71.0750,-223.5724,-197.4760
D360,-82.0703,-221.8350,-201.2110,-81.5470,-220.4206,-199.9281
D361,-91.7835,-217.1830,-202.5668,-91.1989,-215.7996,-201.2765
D362,-101.4249,-212.2480,-203.7030,-100.7795,-210.8975,-202.4069
D363,-110.7395,-206.6780,-204.2311,-110.0344,-205.3620,-202.9306
D364,-121.3393,-199.6790,-204.8713,-120.5662,-198.4067,-203.5659
D365,-131.9754,-192.5650,-205.2844,-131.1348,-191.3385,-203.9769
D366,-142.5747,-185.3030,-205.5965,-141.6680,-184.1246,-204.2890
D367,-152.9746,-177.7600,-205.6296,-152.0035,-176.6316,-204.3242
D368,-162.8416,-169.7060,-204.8587,-161.8079,-168.6287,-203.5582
D369,-171.1904,-162.6870,-204.5058,-170.1054,-161.6559,-203.2097
D370,-179.4883,-155.5280,-204.0416,-178.3533,-154.5445,-202.7513
D371,-188.1406,-148.5970,-203.9465,-186.9571,-147.6622,-202.6636
D372,-196.8869,-141.1420,-203.9175,-195.6558,-140.2594,-202.6424
D373,-205.4577,-133.3320,-203.4114,-204.1800,-132.5028,-202.1464
D374,-212.7219,-124.5660,-201.5529,-211.3991,-123.7914,-200.2996
D375,-220.2639,-115.9510,-199.9730,-218.8980,-115.2320,-198.7329
D376,-227.8247,-107.3690,-198.3124,-226.4175,-106.7058,-197.0875
D377,-234.5492,-98.5370,-196.5184,-233.1046,-97.9301,-195.3080
D378,-240.8712,-89.4490,-194.3434,-239.3908,-88.8993,-193.1490
E352,-246.9563,-80.2410,-191.9792,-245.4421,-79.7490,-190.8021
E353,-248.1599,-69.4130,-194.9041,-246.6391,-68.9876,-193.7097
E354,-249.8867,-58.6660,-198.2750,-248.3612,-58.3079,-197.0646
E355,-251.4614,-47.8150,-201.5482,-249.9331,-47.5244,-200.3233
E356,-251.8136,-36.4520,-204.4068,-250.2859,-36.2309,-203.1667
E357,-252.2285,-24.9410,-207.2340,-250.7031,-24.7902,-205.9807
E358,-251.7188,-13.2720,-209.3403,-250.1977,-13.1918,-208.0753
E359,-249.8561,-1.5880,-210.3230,-248.3413,-1.5784,-209.0479
E360,-246.7851,9.9230,-210.1041,-245.2782,9.8624,-208.8212
E361,-244.3637,20.9900,-210.7133,-242.8674,20.8615,-209.4230
E362,-242.0430,32.0430,-211.4252,-240.5591,31.8466,-210.1291
E363,-239.5573,43.0290,-211.9954,-238.0878,42.7650,-210.6949
