自行车序号: 1,出发区域: 8
出发时间：1224.83,到达时间：1234.63,到达区域: 6
出发时间：1248.68,到达时间：1255.35,到达区域: 4
出发时间：1298.29,到达时间：1302.39,到达区域: 5
出发时间：1337.15,到达时间：1345.33,到达区域: 1
自行车序号:49,出发区域: 3
出发时间：374.89,到达时间：383.60,到达区域: 5
出发时间：464.12,到达时间：475.42,到达区域: 7
出发时间：547.47,到达时间：560.49,到达区域: 3
出发时间：658.68,到达时间：671.45,到达区域: 4
出发时间：683.79,到达时间：690.43,到达区域: 9
出发时间：740.87,到达时间：744.69,到达区域: 2
出发时间：822.94,到达时间：829.58,到达区域: 4
出发时间：918.28,到达时间：929.33,到达区域:10
出发时间：983.51,到达时间：987.23,到达区域: 8
出发时间：1064.86,到达时间：1078.11,到达区域: 9
出发时间：1128.42,到达时间：1132.94,到达区域:10
出发时间：1159.71,到达时间：1173.27,到达区域: 6
出发时间：1235.15,到达时间：1248.86,到达区域: 2
自行车序号:50,出发区域: 3
出发时间：459.75,到达时间：464.14,到达区域: 8
出发时间：534.37,到达时间：538.81,到达区域: 7
出发时间：619.95,到达时间：633.94,到达区域: 9
出发时间：684.61,到达时间：690.40,到达区域: 6
出发时间：771.23,到达时间：780.58,到达区域: 5
出发时间：868.84,到达时间：879.94,到达区域: 7
出发时间：910.18,到达时间：921.19,到达区域: 1
出发时间：986.18,到达时间：995.37,到达区域: 6
出发时间：1007.34,到达时间：1019.07,到达区域: 2
出发时间：1037.38,到达时间：1049.13,到达区域:10
出发时间：1103.11,到达时间：1117.13,到达区域: 6
出发时间：1148.22,到达时间：1153.63,到达区域: 9
自行车序号:51,出发区域: 2
出发时间：413.94,到达时间：419.04,到达区域: 3
出发时间：518.57,到达时间：525.92,到达区域:10
出发时间：577.67,到达时间：584.39,到达区域: 3
出发时间：597.35,到达时间：611.88,到达区域: 4
出发时间：619.96,到达时间：626.31,到达区域: 9
出发时间：631.91,到达时间：644.06,到达区域: 8
自行车序号:52,出发区域:10
出发时间：425.46,到达时间：428.86,到达区域: 8
出发时间：442.22,到达时间：455.98,到达区域: 9
出发时间：501.35,到达时间：514.73,到达区域: 8
出发时间：557.94,到达时间：562.02,到达区域: 6
出发时间：589.56,到达时间：599.22,到达区域: 5
出发时间：605.30,到达时间：609.14,到达区域: 4
出发时间：627.36,到达时间：633.46,到达区域: 6
自行车序号:53,出发区域: 4
出发时间：476.67,到达时间：480.80,到达区域: 5
出发时间：571.56,到达时间：580.06,到达区域: 3
出发时间：663.43,到达时间：677.14,到达区域: 7
出发时间：713.06,到达时间：726.02,到达区域:10
出发时间：733.80,到达时间：741.24,到达区域: 3
自行车序号:54,出发区域: 9
出发时间：474.23,到达时间：487.40,到达区域: 1
出发时间：526.58,到达时间：537.45,到达区域: 4
出发时间：574.17,到达时间：585.36,到达区域:10
出发时间：684.14,到达时间：697.10,到达区域: 6
出发时间：767.39,到达时间：778.40,到达区域: 5
出发时间：813.45,到达时间：829.51,到达区域: 9
出发时间：877.84,到达时间：882.05,到达区域:10
出发时间：967.67,到达时间：976.34,到达区域: 1
出发时间：1019.71,到达时间：1027.94,到达区域: 5
出发时间：1103.65,到达时间：1119.15,到达区域: 9
出发时间：1140.78,到达时间：1147.40,到达区域: 4
出发时间：1195.34,到达时间：1201.77,到达区域: 2
出发时间：1284.79,到达时间：1289.52,到达区域: 3
出发时间：1319.94,到达时间：1334.96,到达区域: 1
自行车序号:55,出发区域: 1
出发时间：437.37,到达时间：445.95,到达区域:10
出发时间：464.21,到达时间：468.69,到达区域: 9
出发时间：487.65,到达时间：500.76,到达区域: 1
出发时间：525.13,到达时间：534.63,到达区域: 2
出发时间：624.68,到达时间：629.96,到达区域: 3
出发时间：714.37,到达时间：729.68,到达区域: 9
出发时间：757.27,到达时间：761.59,到达区域:10
出发时间：779.11,到达时间：782.72,到达区域: 8
出发时间：798.73,到达时间：812.10,到达区域: 9
出发时间：844.51,到达时间：850.09,到达区域: 6
出发时间：928.12,到达时间：941.04,到达区域: 2
出发时间：1010.54,到达时间：1015.88,到达区域: 3
出发时间：1053.19,到达时间：1068.05,到达区域: 1
出发时间：1127.47,到达时间：1138.69,到达区域: 2
出发时间：1214.51,到达时间：1225.09,到达区域:10
出发时间：1286.59,到达时间：1294.85,到达区域: 1
出发时间：1356.10,到达时间：1364.51,到达区域: 6
自行车序号:56,出发区域: 9
出发时间：376.96,到达时间：382.19,到达区域: 6
出发时间：442.40,到达时间：448.84,到达区域: 7
出发时间：517.05,到达时间：522.61,到达区域: 6
出发时间：542.85,到达时间：551.40,到达区域: 1
出发时间：594.73,到达时间：604.95,到达区域: 4
出发时间：675.67,到达时间：687.76,到达区域:10
出发时间：702.43,到达时间：705.88,到达区域: 8
出发时间：751.99,到达时间：755.95,到达区域: 3
出发时间：837.05,到达时间：844.83,到达区域:10
出发时间：850.99,到达时间：863.30,到达区域: 6
出发时间：920.65,到达时间：925.71,到达区域: 9
出发时间：977.03,到达时间：984.35,到达区域: 4
出发时间：1045.49,到达时间：1059.71,到达区域: 3
出发时间：1109.20,到达时间：1123.23,到达区域: 9
出发时间：1136.98,到达时间：1140.72,到达区域: 2
自行车序号:57,出发区域: 1
出发时间：361.49,到达时间：370.12,到达区域: 5
出发时间：400.41,到达时间：408.22,到达区域: 1
出发时间：464.88,到达时间：475.59,到达区域: 2
出发时间：525.10,到达时间：530.14,到达区域: 3
出发时间：547.51,到达时间：555.00,到达区域:10
出发时间：649.25,到达时间：663.16,到达区域: 6
出发时间：675.45,到达时间：688.35,到达区域: 2
出发时间：714.90,到达时间：722.17,到达区域: 4
出发时间：817.49,到达时间：827.66,到达区域:10
出发时间：833.48,到达时间：840.41,到达区域: 3
出发时间：889.41,到达时间：901.84,到达区域: 4
出发时间：991.67,到达时间：998.78,到达区域: 6
出发时间：1023.03,到达时间：1032.76,到达区域: 5
出发时间：1048.62,到达时间：1056.51,到达区域: 1
出发时间：1106.82,到达时间：1115.34,到达区域:10
出发时间：1128.54,到达时间：1141.95,到达区域: 7
出发时间：1227.97,到达时间：1238.88,到达区域: 2
出发时间：1337.82,到达时间：1347.05,到达区域: 7
自行车序号:58,出发区域: 9
出发时间：400.43,到达时间：415.72,到达区域: 3
出发时间：490.01,到达时间：504.71,到达区域: 7
出发时间：517.31,到达时间：528.93,到达区域: 4
出发时间：603.05,到达时间：615.32,到达区域: 7
出发时间：674.91,到达时间：689.32,到达区域:10
出发时间：744.86,到达时间：749.21,到达区域: 9
出发时间：810.28,到达时间：821.77,到达区域: 8
出发时间：859.20,到达时间：862.97,到达区域:10
出发时间：944.74,到达时间：953.14,到达区域: 1
自行车序号:59,出发区域: 6
出发时间：419.94,到达时间：425.92,到达区域: 3
出发时间：440.17,到达时间：445.86,到达区域: 6
出发时间：467.01,到达时间：472.62,到达区域: 9
出发时间：486.04,到达时间：501.01,到达区域: 7
出发时间：509.77,到达时间：514.26,到达区域: 8
出发时间：591.48,到达时间：595.40,到达区域: 3
出发时间：621.36,到达时间：627.31,到达区域: 6
出发时间：634.82,到达时间：648.11,到达区域: 2
出发时间：740.75,到达时间：747.55,到达区域: 4
出发时间：777.23,到达时间：788.74,到达区域: 1
出发时间：864.63,到达时间：875.24,到达区域: 2
出发时间：968.43,到达时间：979.32,到达区域: 7
自行车序号:60,出发区域: 9
出发时间：389.80,到达时间：404.93,到达区域: 7
出发时间：461.36,到达时间：473.87,到达区域: 4
出发时间：507.10,到达时间：517.46,到达区域:10
出发时间：590.65,到达时间：605.25,到达区域: 7
出发时间：670.14,到达时间：676.39,到达区域: 6
出发时间：757.78,到达时间：762.02,到达区域: 8
出发时间：838.91,到达时间：842.52,到达区域:10
出发时间：848.65,到达时间：852.74,到达区域: 9
出发时间：947.56,到达时间：960.08,到达区域: 8
出发时间：1022.26,到达时间：1026.64,到达区域: 4
出发时间：1103.67,到达时间：1109.72,到达区域: 6
出发时间：1117.72,到达时间：1124.10,到达区域: 4
出发时间：1180.37,到达时间：1184.48,到达区域: 5
出发时间：1277.54,到达时间：1286.99,到达区域: 3
出发时间：1308.12,到达时间：1321.82,到达区域: 1
出发时间：1354.96,到达时间：1363.86,到达区域: 6
自行车序号:61,出发区域: 2
出发时间：394.15,到达时间：399.24,到达区域: 3
出发时间：493.80,到达时间：501.04,到达区域:10
出发时间：595.19,到达时间：608.97,到达区域: 5
出发时间：672.43,到达时间：683.28,到达区域: 6
出发时间：775.45,到达时间：781.80,到达区域: 7
出发时间：811.81,到达时间：816.21,到达区域: 8
出发时间：881.01,到达时间：884.62,到达区域:10
出发时间：950.44,到达时间：954.85,到达区域: 9
出发时间：1010.57,到达时间：1025.59,到达区域: 3
出发时间：1107.29,到达时间：1121.79,到达区域: 7
出发时间：1179.22,到达时间：1194.47,到达区域: 3
自行车序号:62,出发区域: 9
出发时间：452.76,到达时间：466.69,到达区域: 7
出发时间：518.66,到达时间：531.02,到达区域: 5
出发时间：557.28,到达时间：568.67,到达区域: 8
出发时间：582.08,到达时间：593.59,到达区域: 9
出发时间：609.73,到达时间：622.28,到达区域: 1
出发时间：665.23,到达时间：677.42,到达区域: 9
出发时间：711.84,到达时间：724.85,到达区域: 8
出发时间：743.20,到达时间：746.82,到达区域: 3
出发时间：764.47,到达时间：779.24,到达区域: 9
自行车序号:63,出发区域: 5
出发时间：360.67,到达时间：365.01,到达区域: 4
出发时间：414.73,到达时间：428.05,到达区域: 3
出发时间：505.83,到达时间：514.56,到达区域: 5
出发时间：541.91,到达时间：555.31,到达区域: 2
出发时间：638.97,到达时间：642.57,到达区域: 9
出发时间：740.43,到达时间：754.69,到达区域: 5
出发时间：838.15,到达时间：851.85,到达区域: 2
出发时间：886.73,到达时间：893.97,到达区域: 4
出发时间：969.63,到达时间：973.72,到达区域: 5
自行车序号:64,出发区域: 6
出发时间：433.08,到达时间：439.28,到达区域: 7
出发时间：511.58,到达时间：524.00,到达区域: 4
出发时间：598.58,到达时间：604.85,到达区域: 9
出发时间：666.85,到达时间：673.17,到达区域: 4
出发时间：709.05,到达时间：715.94,到达区域: 6
出发时间：739.48,到达时间：745.61,到达区域: 4
出发时间：794.54,到达时间：807.42,到达区域: 7
出发时间：904.73,到达时间：918.96,到达区域:10
出发时间：952.49,到达时间：956.85,到达区域: 9
出发时间：1008.22,到达时间：1019.74,到达区域: 1
出发时间：1034.89,到达时间：1046.98,到达区域: 8
出发时间：1129.16,到达时间：1133.10,到达区域: 4
出发时间：1199.49,到达时间：1214.01,到达区域: 3
出发时间：1275.50,到达时间：1288.77,到达区域: 4
出发时间：1311.00,到达时间：1325.30,到达区域: 3
出发时间：1407.83,到达时间：1412.15,到达区域: 8
自行车序号:65,出发区域: 9
出发时间：470.32,到达时间：482.89,到达区域: 7
出发时间：534.73,到达时间：548.51,到达区域:10
出发时间：571.04,到达时间：574.84,到达区域: 8
出发时间：660.46,到达时间：664.35,到达区域: 4
出发时间：673.46,到达时间：680.55,到达区域: 9
出发时间：759.90,到达时间：772.81,到达区域: 3
出发时间：861.34,到达时间：873.82,到达区域: 4
出发时间：926.98,到达时间：939.45,到达区域: 3
出发时间：1036.42,到达时间：1051.15,到达区域: 4
出发时间：1117.75,到达时间：1124.49,到达区域: 9
出发时间：1175.89,到达时间：1189.94,到达区域: 3
出发时间：1237.17,到达时间：1244.21,到达区域:10
